,organization name,address1,city,state,zip,servicesummary,hours,website
14928,Women and Children's Horizons,,,WI,53143.0,Rapid Re-Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.wchkenosha.org/
14929,Women and Families Center,,,CT,6457.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://womenfamilies.org/
14930,Women and Families Center,,,CT,6501.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://womenfamilies.org/
14931,"Women and Youth Center, Inc.",20 North 6Th Street,Haines City,FL,33845.0,Transitional Housing,Monday: Closed Tuesday: 9:00AM–3:00PM Wednesday: 9:00AM–3:00PM Thursday: 9:00AM–3:00PM Friday: 9:00AM–3:00PM Saturday: Closed Sunday: Closed ,https://www.thewaycenter.org/
14932,Women at the Well,1243 Peace St Se,Salem,OR,97302.0,Transitional Housing,,https://watwgracehouse.org/
14933,Women in Need,98-939 Moanalua Rd,Aiea,HI,96701.0,Transitional Housing,,
14934,Women in Need,99-751 Nahiolea St,Aiea,HI,96701.0,Transitional Housing,,
14935,Women in Need (WIN) / Victim Services,,,PA,17201.0,Emergency Shelter,,
14936,Women in Safe Homes Ketchikan (WISH),,,AK,99901.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://wishak.org/
14937,"Women with a Clear Vision, Inc.",2105 W Gregory St,Pensacola,FL,32502.0,Emergency Shelter,,
14938,Women's Aid In Crisis,,,WV,26241.0,Emergency Shelter,,
14939,Women's Alliance DBA: Domestic Violence and Rape Crisis Center,,,ND,58601.0,Transitional Housing,,
14940,Women's Center,,,CA,95336.0,Emergency Shelter,,http://www.suttertracy.org/services/WomensServices.html?utm_medium=local&utm_source=google_plus-local&utm_campaign=local-Tracy-STCH-17
14941,Women's Center - YFS,729 N California St,Stockton,CA,95202.0,Emergency Shelter,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.womenscenteryfs.org/
14942,Women's Center - YFS,729 N. California Street,Stockton,CA,95202.0,Transitional Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.womenscenteryfs.org/
14943,Women's Crisis Center(12),,,KY,41048.0,Emergency Shelter,,
14944,Women's Daytime Drop-In Center,2213 Byron St,Berkeley,CA,94702.0,Transitional Housing,Monday: 9:00AM–2:00PM Tuesday: 9:00AM–2:00PM Wednesday: 9:00AM–2:00PM Thursday: 9:00AM–2:00PM Friday: 9:00AM–2:00PM Saturday: Closed Sunday: Closed ,https://www.womensdropin.org/
14945,Women's Help Center Inc.,,,PA,15901.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.womenshelpcenter.org/
14946,Women's Hospitality Network,503 Asbury Ave,Asbury Park,NJ,7712.0,Emergency Shelter,,http://whnap.org/contact/
14947,Women's Housing Coalition,14 E Franklin St,Baltimore,MD,21202.0,Permanent Supportive Housing,,
14948,Women's Informatin Service Inc Mecosta Osceola CoC (3351),713 Osceola Ave,Big Rapids,MI,49307.0,Emergency Shelter,,
14949,Women's Resource Center,1207 Cashmere Ave.,Wenatchee,WA,98801.0,Permanent Supportive Housing,,
14950,Women's Resource Center,165 Avenue A Nw,Winter Haven,FL,33881.0,Rapid Re-Housing,Monday: Closed Tuesday: Closed Wednesday: 10:00AM–3:00PM Thursday: 10:00AM–3:00PM Friday: 10:00AM–3:00PM Saturday: Closed Sunday: Closed ,http://www.wrcfl.org/
14951,Women's Resource Center,206 Palouse St.,Wenatchee,WA,98801.0,"Permanent Supportive Housing, Transitional Housing",Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: Closed Saturday: Closed Sunday: Closed ,http://www.wrc-ncw.org/
14952,Women's Resource Center,941 Washington Street,Wenatchee,WA,98801.0,Emergency Shelter,,
14953,Women's Resource Center,,,WV,25801.0,Emergency Shelter,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
14954,Women's Resource Center (Susquehanna),,,PA,18801.0,Transitional Housing,,
14955,Women's Resource of Newport and Bristol County,,,RI,2840.0,Emergency Shelter,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,https://www.wrcnbc.org/
14956,Women's Resources of Monroe Co. Inc.,,,PA,18327.0,Emergency Shelter,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.wrmonroe.org/
14958,Women's Shelter Inc.,,,MN,55901.0,"Transitional Housing, Emergency Shelter",,http://www.women-of-nations.org/
14959,Women's Transitional Living Center,,,CA,92836.0,"Emergency Shelter, Transitional Housing, Rapid Re-Housing",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.wtlc.org/
14960,Women's and Children's Alliance (WCA),,,ID,83703.0,"Transitional Housing, Emergency Shelter",Monday: 8:30AM–4:00PM Tuesday: 8:30AM–4:00PM Wednesday: 8:30AM–4:00PM Thursday: 8:30AM–4:00PM Friday: 8:30AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.wcaboise.org/
14961,WomenRising,270 Fairmont Avenue,Jersey City,NJ,7306.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.womenrising.org/
14962,WomenRising,,,NJ,7306.0,Permanent Supportive Housing,,
14963,WomenSafe,,Chardon,OH,44024.0,Emergency Shelter,,
14964,Womenspace,,,OR,97402.0,"Rapid Re-Housing, Emergency Shelter",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.hopesafetyalliance.org/
14965,Wood Co./Parkersburg Housing Authority,1901 Cameron Ave.,Parkersburg,WV,26101.0,Permanent Supportive Housing,,
14966,Wood Salvation Army,1045 N Main St #8,Bowling Green,OH,43402.0,Emergency Shelter,,http://www.salvationarmy.org/
14967,Woodford Homes. Inc.,3595 N Charles St,Decatur,IL,62526.0,Permanent Supportive Housing,,
14968,Woodley House,6856 Eastern Ave Nw,Washington,DC,20012.0,"Emergency Shelter, Permanent Supportive Housing",,https://woodleyhouse.org/
14969,Woodley House,7426 13Th St Nw,Washington,DC,20012.0,Permanent Supportive Housing,,https://woodleyhouse.org/
14970,Woodley House,,,DC,20008.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.woodleyhouse.org/
14971,Worcester County Health Department,6040 Public Landing Road,Snow Hill,MD,21863.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://worcesterhealth.org/
14972,Worcester Housing Authority,32 Great Brook Valley Ave,Worcester,MA,1605.0,Transitional Housing,,
14973,World Wide Watch (Hoke),357 Oakdale Gin Rd,Raeford,NC,28376.0,Emergency Shelter,,
14974,Worthington Mental Health Services,1205 20Th St,Parkersburg,WV,26101.0,Permanent Supportive Housing,,
14975,Wright County Community Action,130 Division St W,Maple Lake,MN,55358.0,Transitional Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.wccaweb.com/
14976,Wyandanch Homes Property Development Corp.,819 Grand Blvd,Deer Park,NY,11729.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.whpdc.com/Contact-Us
14977,Wyandot Center,1301 N 47Th St,Kansas City,MO,66102.0,Transitional Housing,Monday: 8:00AM–6:00PM Tuesday: 8:00AM–8:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.wyandotcenter.org/
14978,Wyandot Center,730 Armstrong Ave,Kansas City,MO,66101.0,Permanent Supportive Housing,,
14979,Wyoming County,,,NY,14569.0,Emergency Shelter,,
14980,Wyoming Rescue Mission,132 N Kimball St,Casper,WY,82601.0,Emergency Shelter,,
14981,Wyoming Rescue Mission,227 N Park St,Casper,WY,82601.0,Emergency Shelter,,
14982,Wyoming Rescue Mission,230 N Park St,Casper,WY,82601.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://wyomission.org/
14983,Wyoming Rescue Mission,230 N Park St & 132 N Kimble St,Casper,WY,82601.0,Transitional Housing,,
14984,Wythe Refuge and Mercy House,165 7Th Street,Wythevile,VA,24382.0,Emergency Shelter,,
14985,X-Tending Hands (981),7067 Blair Dr,Orlando,FL,32818.0,Transitional Housing,,https://www.xtendinghands.org/contact-us.html
14986,Xchange Church,21810 Ne 37Th Ave,Ridgefield,WA,98642.0,Transitional Housing,,http://www.xchangelives.org/
14987,YCC Family Crisis Center,,,UT,84401.0,Rapid Re-Housing,,http://yccogden.org/
14988,YES: Youth Emergency Services,2616 Edwards St,Bellevue,NE,68005.0,Transitional Housing,,
14989,YES: Youth Emergency Services,2922 Izard St,Omaha,NE,68131.0,Emergency Shelter,,
14990,YES: Youth Emergency Services,919 Lincoln Blvd,Omaha,NE,68131.0,Transitional Housing,,
14991,YFRC,201 N Hazel St,Danville,IL,61832.0,Emergency Shelter,,
14992,YHDP Connecticut,1 Labella Circle,Middletown,CT,6457.0,Transitional Housing,,
14993,YHDP Connecticut,225 South Marshall Street,Hartford,CT,6105.0,Transitional Housing,,https://easternusa.salvationarmy.org/southern-new-england/marshall-house/
14994,YHDP Connecticut,317 Winthrop Avenue,New Haven,CT,6511.0,Transitional Housing,,
14995,YHDP Connecticut,36 Main Street,Groton,CT,6340.0,Transitional Housing,,
14996,YHDP Connecticut,51 Reynolds Street,Danielson,CT,6239.0,Rapid Re-Housing,,
14997,YHDP Connecticut,74 Central Avenue,Waterbury,CT,6702.0,Rapid Re-Housing,,
14998,YHDP Connecticut,,,CT,6515.0,Rapid Re-Housing,,
14999,YMCA,1120 Berks Rd.,Leesport,PA,19533.0,Transitional Housing,,http://www.co.berks.pa.us/Dept/Parks/Pages/YouthRecreationFacility.aspx
15000,YMCA,205 Baltimore Ave,Cumberland,MD,21502.0,Permanent Supportive Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://cumberlandymca.org/
15001,YMCA,2621 Centre Ave,Pittsburgh,PA,15219.0,Transitional Housing,,
15002,YMCA,340 Montgomery St,Syracuse,NY,13202.0,"Other Permanent Housing, Rapid Re-Housing",Monday: 5:00AM–9:00PM Tuesday: 5:00AM–9:00PM Wednesday: 5:00AM–9:00PM Thursday: 5:00AM–9:00PM Friday: 5:00AM–8:00PM Saturday: 6:00AM–5:00PM Sunday: 12:00–5:00PM ,
15003,YMCA,40 W Long St,Columbus,OH,43215.0,Permanent Supportive Housing,,
15005,YMCA,524 W Broad St,Columbus,OH,43215.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.cpoms.org/properties
15006,YMCA,575 Van Buren Dr,Columbus,OH,43223.0,Emergency Shelter,,
15007,YMCA,595 Van Buren Dr,Columbus,OH,43223.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://ymcacolumbus.org/vanburen
15008,YMCA,600 W North Avenue,Pittsburgh,PA,15212.0,Transitional Housing,,
15009,YMCA,61 Susquehanna St,Binghamton,NY,13901.0,"Emergency Shelter, Transitional Housing, Permanent Supportive Housing",,https://ymcabroome.org/
15010,YMCA,631 Washington St,Reading,PA,19601.0,"Transitional Housing, Permanent Supportive Housing",Monday: 6:00AM–9:00PM Tuesday: 6:00AM–9:00PM Wednesday: 6:00AM–9:00PM Thursday: 6:00AM–9:00PM Friday: 6:00AM–9:00PM Saturday: 8:00AM–6:00PM Sunday: 8:00AM–6:00PM ,https://www.ymcarbc.org/branch/reading/
15011,YMCA,631 Washington Street,Reading,PA,19601.0,Transitional Housing,,
15012,YMCA,,,OH,43219.0,Rapid Re-Housing,,
15013,YMCA,,,OH,43223.0,Permanent Supportive Housing,Monday: 5:30AM–9:00PM Tuesday: 5:30AM–9:00PM Wednesday: 5:30AM–9:00PM Thursday: 5:30AM–9:00PM Friday: 5:30AM–6:00PM Saturday: 8:00AM–4:00PM Sunday: Closed ,https://ymcacolumbus.org/locations/north
15014,YMCA,Ymca Serenity Hall,Reading,PA,19601.0,Permanent Supportive Housing,,
15015,YMCA - Central Branch,501 W 11Th St,Wilmington,DE,19801.0,Permanent Supportive Housing,Monday: 5:00AM–9:00PM Tuesday: 5:00AM–9:00PM Wednesday: 5:00AM–9:00PM Thursday: 5:00AM–9:00PM Friday: 5:00AM–9:00PM Saturday: 7:00AM–6:00PM Sunday: 7:00AM–2:00PM ,https://www.ymcade.org/locations/central-ymca/
15016,YMCA - Central Branch,,,DE,19801.0,Permanent Supportive Housing,Monday: 5:00AM–9:00PM Tuesday: 5:00AM–9:00PM Wednesday: 5:00AM–9:00PM Thursday: 5:00AM–9:00PM Friday: 5:00AM–9:00PM Saturday: 7:00AM–6:00PM Sunday: 7:00AM–2:00PM ,https://www.ymcade.org/locations/central-ymca/
15018,YMCA Supportive Housing,2 Sw 9Th St,Des Moines,IA,50309.0,Other Permanent Housing,Monday: 8:00AM–8:00PM Tuesday: 8:00AM–8:00PM Wednesday: 8:00AM–8:00PM Thursday: 8:00AM–8:00PM Friday: 8:00AM–8:00PM Saturday: 9:00AM–3:00PM Sunday: Closed ,https://www.dmymca.org/housing
15019,YMCA of Greater Boston,316 Huntington Ave,Boston,MA,2115.0,Emergency Shelter,Monday: 6:00AM–11:00PM Tuesday: 6:00AM–11:00PM Wednesday: 6:00AM–11:00PM Thursday: 6:00AM–11:00PM Friday: 6:00AM–9:00PM Saturday: 7:00AM–6:00PM Sunday: 8:00AM–5:00PM ,http://ymcaboston.org/contact
15020,YMCA of Greater Cleveland,6001 Woodland Avenue,Cleveland,OH,44104.0,"Transitional Housing, Emergency Shelter",,
15021,YMCA of Greater Seattle,Edit 1000 Auburn Way S.,Auburn,WA,98002.0,Permanent Supportive Housing,,
15022,YMCA of San Diego County,220 S Broadway,Escondido,CA,92025.0,Emergency Shelter,,
15023,YMCA of Sarasota,1106 S Briggs Ave,Sarasota,FL,34237.0,Emergency Shelter,,
15024,YMCA of Sarasota,,,FL,34231.0,Transitional Housing,,
15025,YMCA of Sarasota,,,FL,34234.0,Rapid Re-Housing,,
15026,YMCA of York and York Co.,310 W Philadelphia St,York,PA,17401.0,"Permanent Supportive Housing, Emergency Shelter",,
15027,YMCA of York and York Co.,90 N Newberry St,York,PA,17401.0,Permanent Supportive Housing,Monday: 5:30AM–9:00PM Tuesday: 5:30AM–9:00PM Wednesday: 5:30AM–9:00PM Thursday: 5:30AM–9:00PM Friday: 5:30AM–8:00PM Saturday: 7:00AM–3:00PM Sunday: 1:00–5:00PM ,https://rosesymca.org/
15028,"YOU, Inc.",23-33 Boylston St,Worcester,MA,1605.0,Transitional Housing,,
15029,YOUTH SHELTERS (YHDP),5688 Agua Fria St.,Santa Fe,NM,87507.0,Rapid Re-Housing,,
15030,YWCA,10110 19Th Ave Se,Everett,WA,98208.0,Permanent Supportive Housing,Monday: 8:30AM–5:30PM Tuesday: 8:30AM–5:30PM Wednesday: 8:30AM–5:30PM Thursday: 8:30AM–5:30PM Friday: 8:30AM–2:30PM Saturday: Closed Sunday: Closed ,https://www.mercyhousing.org/northwest/family-tree/
15031,YWCA,1100 Chapline St,Wheeling,WV,26003.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcawheeling.org/
15032,YWCA,11802 4Th Ave W,Everett,WA,98204.0,Permanent Supportive Housing,,
15033,YWCA,120 E Washington St,Syracuse,NY,13202.0,"Other Permanent Housing, Transitional Housing",,https://www.ywca-syracuse.org/
15034,YWCA,19321 46Th Ave W,Lynnwood,WA,98036.0,Other Permanent Housing,,https://www.ywcaworks.org/
15035,YWCA,19703 68Th Ave W,Lynnwood,WA,98036.0,Other Permanent Housing,,
15036,YWCA,2227 Payne Avenue,Cleveland,OH,44113.0,Emergency Shelter,,https://www.ywcaofcleveland.org/what-we-do/norma-herr-womens-center/
15039,YWCA,4008 212 St Sw,Mountlake Terrace,WA,98043.0,Other Permanent Housing,,https://www.ywcaworks.org/locations/family-village-issaquah
15040,YWCA,401 North Main Street,Jamestown,NY,14701.0,Transitional Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://ywcajamestown.com/
15041,YWCA,4019 Prospect Avenue,Cleveland,OH,44103.0,Permanent Supportive Housing,Monday: 7:00AM–5:00PM Tuesday: 7:00AM–5:00PM Wednesday: 7:00AM–5:00PM Thursday: 7:00AM–5:00PM Friday: 7:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcaofcleveland.org/
15042,YWCA,420 W Clinch Ave,Knoxville,TN,37902.0,Transitional Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcaknox.com/
15043,YWCA,6027 208Th St Sw,Lynnwood,WA,98036.0,"Emergency Shelter, Other Permanent Housing",Monday: 9:30AM–5:00PM Tuesday: 9:30AM–5:00PM Wednesday: 1:00–5:00PM Thursday: 9:30AM–5:00PM Friday: 9:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.ywcaworks.org/programs/pathways-women
15044,YWCA,6309 Martin Luther King Blvd,Houston,TX,77021.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcahouston.org/
15045,YWCA,65 S 4Th St,Columbus,OH,43215.0,Permanent Supportive Housing,,http://www.ywcacolumbus.org/
15046,YWCA,7 Temple St,Cambridge,MA,2139.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcacam.org/
15047,YWCA,709 N Madison St,Wilmington,DE,19801.0,"Emergency Shelter, Transitional Housing",,
15048,YWCA,709 North Madison Street,Wilmington,DE,19801.0,Transitional Housing,,
15049,YWCA,900 Harvey Ct,Columbus,OH,43219.0,Emergency Shelter,,http://www.ywcacolumbus.org/site/PageServer?pagename=services_familycenter
15050,YWCA,,,DE,19801.0,Rapid Re-Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.ywcade.org/
15051,YWCA,,,TX,77067.0,Permanent Supportive Housing,,https://www.ywcahouston.org/what-we-do/thrive/programs-for-seniors/
15052,YWCA,,,VA,23219.0,"Rapid Re-Housing, Emergency Shelter",Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–6:00PM Saturday: Closed Sunday: Closed ,https://www.ywca.org/
15053,YWCA,,,WA,99201.0,Rapid Re-Housing,Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–6:00PM Saturday: Closed Sunday: Closed ,https://www.ywca.org/
15054,YWCA,,Wilmington,DE,19801.0,Rapid Re-Housing,,
15055,YWCA (Cass Clay),3000 S University Dr,Fargo,ND,58103.0,Transitional Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcacassclay.org/
15056,YWCA (Cass Clay),,,ND,58103.0,"Permanent Supportive Housing, Transitional Housing, Rapid Re-Housing, Emergency Shelter",Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcacassclay.org/
15057,YWCA (Kitsap),Tbd,Bremerton,WA,98337.0,"Permanent Supportive Housing, Emergency Shelter",,https://ywcakitsap.org/legal-advocacy-services/
15058,YWCA (Minot),205 3Rd Ave Se,Minot,ND,58701.0,Emergency Shelter,,
15059,YWCA (Minot),205 3Rd Avenue Se,Minot,ND,58701.0,Permanent Supportive Housing,,
15060,YWCA (Minot),,,ND,58701.0,Rapid Re-Housing,,
15061,YWCA (Yakima),Tbd,Yakima,WA,98902.0,"Transitional Housing, Emergency Shelter, Other Permanent Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://ywcayakima.org/
15062,YWCA - KC,16601 Ne 80Th St,Redmond,WA,98052.0,Permanent Supportive Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://www.ywcaworks.org/
15063,YWCA - KC,640 L St Se,Auburn,WA,98002.0,Permanent Supportive Housing,,
15064,YWCA - KC,,,WA,98101.0,Rapid Re-Housing,Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–6:00PM Saturday: Closed Sunday: Closed ,https://www.ywca.org/
15065,YWCA Bellingham,Tbd,Bellingham,WA,98225.0,"Emergency Shelter, Transitional Housing",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.ywcabellingham.org/
15066,YWCA CENTRAL ALABAMA,309 23Rd St N,Birmingham,AL,35203.0,Rapid Re-Housing,Monday: 7:00AM–4:00PM Tuesday: 7:00AM–4:00PM Wednesday: 7:00AM–4:00PM Thursday: 7:00AM–4:00PM Friday: 7:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://ywcabham.org/
15067,YWCA CENTRAL ALABAMA,309 23Rd Street N,Birmingham,AL,35203.0,Emergency Shelter,Monday: 7:00AM–4:00PM Tuesday: 7:00AM–4:00PM Wednesday: 7:00AM–4:00PM Thursday: 7:00AM–4:00PM Friday: 7:00AM–4:00PM Saturday: Closed Sunday: Closed ,https://ywcabham.org/
15068,YWCA Center for Families and Children,,,WY,82901.0,Emergency Shelter,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://ywcasweetwater.org/
15069,YWCA Center for Safety and Empowerment,,,KS,66612.0,Emergency Shelter,Monday: 8:00AM–5:30PM Tuesday: 10:30AM–5:30PM Wednesday: 8:00AM–5:30PM Thursday: 8:00AM–5:30PM Friday: 8:00AM–5:30PM Saturday: Closed Sunday: Closed ,https://www.ywcaneks.org/
15070,YWCA Dayton,141 W 3Rd St,Dayton,OH,45402.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.ywcadayton.org/
15071,YWCA Hartford Region,135 Broad St,Hartford,CT,6105.0,"Permanent Supportive Housing, Emergency Shelter",Monday: 7:30AM–5:30PM Tuesday: 7:30AM–5:30PM Wednesday: 7:30AM–5:30PM Thursday: 7:30AM–5:30PM Friday: 7:30AM–5:30PM Saturday: Closed Sunday: Closed ,http://www.ywcahartford.org/
15072,YWCA Helena,501 N Park Ave,Helena,MT,59601.0,Transitional Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.ywcahelena.org/
15073,YWCA Mahoning Valley,375 N Park Ave,Warren,OH,44481.0,Permanent Supportive Housing,,
15074,YWCA McLean County,616 W. Monroe St.,Bloomington,IL,61701.0,Transitional Housing,,
15075,YWCA Metro St. Louis,3820 W Pine Mall,Saint Louis,MO,63108.0,Permanent Supportive Housing,,
15076,YWCA Metro St. Louis,,,MO,63108.0,Rapid Re-Housing,,
15077,YWCA NCW,Tbd,Wenatchee,WA,98801.0,"Emergency Shelter, Permanent Supportive Housing, Transitional Housing",,
15078,YWCA North Central Indiana,,,IN,46601.0,"Transitional Housing, Emergency Shelter",,http://www.ywcancin.org/
